Query,DB_Seq,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
1A5A:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.8
1A5B:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.8
1A5S:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1BEU:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.8
1BKS:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1C29:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1C8V:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1C9D:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1CW2:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1CX9:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1D6S:A,1OAS:A,99.69,322,1,0,1,322,1,322,0,730
1FUY:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1I5N:A,4QXL:A,40,20,12,0,127,146,101,120,5.00E-03,25.4
1JXH:A,4QXL:A,60,10,4,0,1,10,111,120,0.005,26.4
1JXH:A,4QXL:A,66.67,9,3,0,3,11,112,120,0.005,26.4
1JXH:A,4QXL:A,66.67,9,3,0,4,12,112,120,0.005,26.4
1K3U:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1K7E:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1K7F:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1K7X:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1K8X:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1K8Y:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1K8Z:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1KFB:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1KFC:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1KFE:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1KFJ:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1KFK:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1PJS:A,1PJQ:A,100,457,0,0,1,457,1,457,0.00E+00,1083
1QOP:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1QOQ:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1R8K:A,4HUT:A,26.09,46,34,0,142,187,108,153,9.00E-03,25.9
1R8K:A,1G5R:A_1G5T:A_1G64:A,26.09,46,34,0,142,187,113,158,9.00E-03,25.9
1S3Z:A,4QXL:A,100,6,0,0,5,10,115,120,7.00E-03,25.2
1S5K:A,4QXL:A,100,6,0,0,5,10,115,120,7.00E-03,25.2
1S7F:A,4QXL:A,100,6,0,0,5,10,115,120,9.00E-03,25.2
1TJP:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1TTP:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1TTQ:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
1UBS:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.8
1WBJ:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
1YAX:A,4QXL:A,77.78,9,2,0,145,153,112,120,0.001,28
2AFA:A,6AI0:A,38.1,42,26,0,105,146,158,199,0.002,28.3
2CLF:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CLH:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CLI:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CLK:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CLL:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CLM:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CLO:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2CNS:A,4QXL:A,60,10,4,0,150,159,111,120,2.00E-03,27.1
2CNS:A,4QXL:A,66.67,9,3,0,152,160,112,120,2.00E-03,26.7
2CNS:A,4QXL:A,75,8,2,0,151,158,113,120,3.00E-03,26.2
2CNS:A,4QXL:A,50,12,6,0,146,157,109,120,5.00E-03,25.7
2CNS:A,4QXL:A,100,6,0,0,151,156,115,120,6.00E-03,25.3
2CNT:A,4QXL:A,60,10,4,0,150,159,111,120,2.00E-03,27.1
2CNT:A,4QXL:A,66.67,9,3,0,152,160,112,120,0.002,26.7
2CNT:A,4QXL:A,75,8,2,0,151,158,113,120,0.003,26.2
2CNT:A,4QXL:A,50,12,6,0,146,157,109,120,0.005,25.7
2CNT:A,4QXL:A,100,6,0,0,151,156,115,120,0.006,25.3
2ES9:A,4QXL:A,100,6,0,0,110,115,115,120,0.006,24.7
2GJV:A,4QXL:A,100,6,0,0,2,7,115,120,0.009,25
2J9X:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
2J9Y:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
2J9Z:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
2JC3:A,1OAS:A,49.53,107,54,0,16,122,16,122,1.00E-30,118
2JC3:A,1OAS:A,43.48,69,39,0,137,205,139,207,2.00E-18,78.1
2JC3:A,1OAS:A,43.4,53,30,0,214,266,231,283,4.00E-11,53.5
2JC3:A,1OAS:A,78.57,14,3,0,7,20,10,23,0.001,28.9
2JC3:A,1OAS:A,45,20,11,0,275,294,294,313,0.007,26.1
2NMU:A,4QXL:A,100,6,0,0,151,156,115,120,0.007,25.1
2O56:A,4QXL:A,33.33,30,20,0,377,406,91,120,0.002,28.2
2O56:A,4QXL:A,38.46,26,16,0,382,407,95,120,0.003,27.7
2PKW:A,4QXL:A,54.55,11,5,0,250,260,110,120,0.009,25.6
2RA2:A,4QXL:A,37.04,27,17,0,38,64,94,120,2.00E-04,28.5
2RD1:A,4QXL:A,100,6,0,0,57,62,115,120,0.003,24.5
2RH9:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
2RHG:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
2TRS:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.8
2TSY:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.8
2TYS:B,1OAS:A,32.26,62,42,0,325,386,247,308,5.00E-08,43.7
2VBQ:A,4QXL:A,100,6,0,0,5,10,115,120,7.00E-03,25.2
2X49:A,6AI0:A,38.1,63,39,0,173,235,210,272,2.00E-10,51.6
2X49:A,6AI0:A,30.23,43,30,0,291,333,324,366,1.00E-03,28.9
2X49:A,6AI0:A,33.33,27,18,0,143,169,179,205,4.00E-03,27
2Y7I:A,1OAS:A,22.95,61,47,0,22,82,262,322,9.00E-03,25.3
2ZBL:A,6AI0:A,38.1,42,26,0,103,144,158,199,2.00E-03,28.3
2ZBL:A,4QXL:A,39.13,23,14,0,399,421,98,120,3.00E-03,27.9
2ZOV:A,4QXL:A,50,16,8,0,195,210,105,120,4.00E-03,26.5
2ZVY:A,4QXL:A,45,20,11,0,164,183,101,120,0.007,25.3
2ZVZ:A,4QXL:A,45,20,11,0,164,183,101,120,7.00E-03,25.3
3CEP:B,1OAS:A,32.26,62,42,0,324,385,247,308,5.00E-08,43.7
3CGI:A,4QXL:A,100,6,0,0,119,124,115,120,5.00E-03,25.1
3DEU:A,4QXL:A,60,10,4,0,1,10,111,120,3.00E-03,26.4
3DEU:A,4QXL:A,66.67,9,3,0,3,11,112,120,3.00E-03,26.4
3DEU:A,4QXL:A,66.67,9,3,0,4,12,112,120,3.00E-03,26.4
3DEU:A,4QXL:A,100,6,0,0,3,8,115,120,8.00E-03,25
3DEU:A,4QXL:A,100,6,0,0,4,9,115,120,8.00E-03,25
3EPU:A,4QXL:A,77.78,9,2,0,136,144,112,120,6.00E-04,28.4
3GHF:A,4QXL:A,100,6,0,0,115,120,115,120,6.00E-03,24.8
3GTZ:A,4QXL:A,44,25,14,0,100,124,96,120,4.00E-04,28.7
3HUH:A,4QXL:A,100,6,0,0,147,152,115,120,7.00E-03,25
3LW9:A,6AI0:A,33.33,27,18,0,138,164,179,205,2.00E-03,27
3N79:A,4QXL:A,53.85,13,6,0,180,192,108,120,1.00E-03,27.7
3NGK:A,4QXL:A,100,6,0,0,2,7,115,120,0.005,24.8
3OE3:A,4QXL:A,58.82,17,7,0,82,98,104,120,7.00E-05,31
3OGA:A,4QXL:A,100,6,0,0,2,7,115,120,0.007,25.2
3PR2:B,1OAS:A,32.26,62,42,0,323,384,247,308,5.00E-08,43.7
